name,length
"목표 달성 과정에서 겪게 된 어려움은 무엇이었으며, 이를 어떻게 극복하였는지 구체적으로 작성해 주십시오. (100-400)",68
"최종적으로 달성한 성과는 어떠했으며, 스스로 평가할 때 주어진 목표대비 어느 정도 달성하였습니까?(100-200)",63
"언제, 무슨 상황에서 문제의식을 가졌습니까? 그러면 문제의식을 가지게 된 계기는 무엇입니까?(100-200)",60
"문제를 개선하기 위해 당신이 접근한 방식들은 무엇이었으며, 기본 방식과의 차이는 무엇입니까? (100~300)",61
당신이 고안한 방식을 실제 적용해 보았습니까? 적용과정에서 어려움은 있었습니까? (100-300),54
"언제, 어떠한 성격의 조직 또는 단체에서 가지게 된 경험이었으며, 당신의 역할은 무엇이었습니까?(100-200)",62
"조직 또는 단체의 목표는 무엇이었으며, 이를 달성하기 위해 당신이 노력하고 헌신한 점은 무엇입니까?(100-300)",64
다른 구성원들이 공동의 목표를 달성하는 데 적극적으로 협력하도록 당신은 어떤 노력을 했습니까? (100-300),62
당신의 노력이 공동의 목표 달성과 구성원들의 협력에 어떠한 영향을 미쳤습니까?(100-200),52
당사에 지원한 이유와 입사를 위해 어떤 노력을 하였는지 구체적으로 기술하시오,42
지원한 직군에서 구체적으로 하고 싶은 일과 본인이 그 일을 남들보다 잘할 수 있는 차별화된 능력과 경험을 기술하시오,64
당사에 지원하게 된 동기 및 자신의 vision을 기술해 주시기 바랍니다.,41
본인의 고객이라면 누구를 말하고 고객만족을 위해 어떻게 행동하는지를 기술해 주시기 바랍니다.,51
프로정신을 발휘하여 성과를 냈던 에피소드에 대해 기술해 주시기 바랍니다.,40
팀웍을 발휘하여 성과를 냈던 에피소드에 대해 기술해 주시기 바랍니다.,38
창의성을 발휘하여 성과를 냈던 에피소드에 대해 기술해 주시기 바랍니다.,39
"(문제해결능력) 이전에 없던 혹은 이전과는 다른 방식으로 문제를 해결하고자 했던 경험에 대해 구체적으로 기술해 주십시오. 당시 발생한 문제상황과 그에 대한 본인의 문제해결방안은 무엇이었으며, 그러한 방안을 실행에 옮기기 위해 어떠한 노력을 기울였는지 구체적으로 기술해 주십시오.",155
"(자기개발능력) 현재 지원하고자 하는 분야와 관련된 강점을 개발시키기 위해 취했던 행동들에 대해 구체적으로 기술해 주십시오. 그러한 활동 및 행동을 하게 된 계기는 무엇이었으며, 결과적으로 본인이 지원한 분야에 어떤 도움이 될 지에 대해 구체적으로 기술해 주십시오.",148
"(대인관계능력) 소속 조직의 공동과업을 달성하는 과정에서 발생된 어려움을 극복하기 위해 구성원들과 적극적으로 협력했던 경험에 대해 기술해 주십시오. 당시 어떠한 상황이었으며, 이를 해결하는 과정에서 발생한 어려움은 어떻게 극복했는지 구체적으로 기술해 주십시오.",145
"(조직이해능력) 본인이 알고 있는 남동발전에 관한 내용(국내외 환경변화, 조직문화, 조직특성, 추진업무 등)에 대해 자세하게 기술해 주십시오. 어떠한 경로를 통해 그러한 정보를 얻게 되었는지 혹은 추가적인 정보를 얻기 위해 취한 행동/노력은 무엇이었는지를 기술해 주십시오.",152
세부 경력기술,7
프로젝트 및 연구 성과 경험,15
입사 후 기대역할,9
채용 후 입사 시 희망사항,14
고객 행복을 추구하는 섬김인(사회봉사 및 이타적 행동 경험 기술),36
상호 존중과 신뢰의 상생인(협동 및 협업을 통해 문제를 해결한 사례),38
글로벌 경쟁력을 갖춘 전문인(타인과 차별화 된 본인의 경쟁력),34
현대오트론에 지원하게 된 동기와 해당직무에 지원하게 된 동기를 기재하여 주십시오.,45
타인과 함께 일을 할 때 귀하가 지닌 장점과 단점에 대해 상세히 기재하여 주십시오.,46
다양한 경험 중 중요하게 생각하는 경험을 한 가지 선택하여 서술하고 그를 통해 이룬 일에 대해 기재하여 주십시오.,63
당사에 지원하게 된 동기는 무엇입니까? (100자 이상 500자 이내),39
자신의 장단점에 대하여 기술하여 주시기 바랍니다. (100자 이상 500자 이내),45
지원분야 관련 학교교육,12
소통으로 문제를 해결한 경험,15
교내외 활동 및 경력사항에 대해 기술하시오.,24
개요,2
목표,2
추진 계획 : 명천의 자연과 문화유산을 최대한 살린 체험 프로그램 개발,39
기대효과,4
다른 사람과 구별되는 능력,14
성격 장점 및 보완점,11
자신이 성취했던 구체적 사례,15
성장배경 및 학창생활,11
자신을 한 줄로 PR해 주시기 바랍니다.,22
교내외 활동 및 특기사항을 기술해 주시기 바랍니다. (관심분야/사회봉사/수상경력/취미/특기 등),53
팀을 구성해 공동의 목표를 추진해 본 경험에 대하여 기술해 주시기 바랍니다.,42
본인이 생각하는 고객의 정의와 고객을 상대하며 고객만족을 위해 적극적으로 노력하였던 경험을 기술해 주시기 바랍니다.,64
"튼튼한 배경지식을 바탕으로 분석, 소통하며 저만의 업무 노하우를 만들겠습니다.",43
IP동향분석을 습관화하여 기술 흐름을 놓치지 않는 전문가가 되겠습니다.,39
경력 및 이력사항,9
한국특허정보원 특허정보진흥센터가 자신을 채용해야만 하는 이유를 자유롭게 기재하세요.,46
성격 장‧단점 및 생활신조,14
본인의 인생에서 가장 잘한 선택과 후회하는 선택에 대하여 각각 한 가지씩 기술하시오(800자 이내),55
사자성어로 본인만의 특별한 경력이나 경험을 기술 하시오(500자 이내),39
본인을 채용해야하는 이유에 대하여 기술하시오(500자 이내),33
성격의 장·단점 및 보완노력에 (500),22
자신이 가진 열정에 대하여(본인이 관심을 가지는 분야에 대한 자신감 및 본인의 열정을 한글 1300자 이내(4000 Byte)로 서술),75
본인이 이룬 가장 큰 성취에 대하여(현재까지 본인이 남다른 성취감을 느낀 일에 대해서 한글 1300자 이내(4000 Byte)로 서술),75
본인의 가장 큰 실패 경험에 대하여(현재까지의 실패 경험 중 가장 기억에 남는 일에 대해서 한글 1300자 이내(4000 Byte)로 서술),78
본인의 역량에 관하여 (지원 분야 관련 전문지식)(본인의 적성 및 전문 지식에 대한 본인 평가를 한글 1300자 이내(4000 Byte)),77
본인의 성격에 관하여 (본인의 약점/강점에 대하여)(본인의 약점 및 강점에 대해서 한글 1300자 이내(4000 Byte)로 서술),73
본인의 10년 후 계획에 대하여(본인의 10년 후 모습이나 바라는 꿈에 대해서 한글 1300자 이내(4000 Byte)로 서술),71
주도적인 노력을 통해 긍정적인 변화나 혁신을 이루었던 과정과 성과를 기재하여 주십시오.,48
실수나 단점을 보완하기 위해 지속적으로 노력하였던 과정과 성과를 기재하여 주십시오.,46
커뮤니케이션 역량을 발휘하여 조직의 결속에 기여한 경험을 기재하여 주십시오.,42
책임감을 바탕으로 소신 있게 본인의 의견을 제시하였던 경험과 그 결과를 기재하여 주십시오.,50
면접위원이 꼭 물어보았으면 하는 질문과 답변을 작성하여 주시기 바랍니다.,40
해당직무를 지원한 동기와 이를 잘 수행할 수 있는 본인만의 경쟁력을 기술해주세요. 단 자신의 실제경험으로 아래와 같이 각각 구분하여 작성해 주시기 바랍니다.(1000자),94
외식업에 맞는 인재상을 정립해보고 아래 질문에 답해주세요(1000자),38
성격의 장단점 및 생활신조 [1300 Bytes 이내],30
"학교생활, 사회봉사활동, 연수여행경험 등 [1300 Bytes 이내]",38
경력사항 및 특기사항(상세기술) [1300 Bytes 이내],33
자신의 특성과 성장배경에 대하여 500이상 800자이내,30
국제선 캐빈승무원에 지원하게 된 동기 500자 이상 800이내,34
'아시아나항공'하면 떠오르는 이미지와 함께 본인이 이를 어떤 형태로 개선/보완할수 있을지에 대해 300자 이상 800이내,67
'아시아나항공'이 당면한 가장 위협적인 경쟁자를 선택하여 이에 대항할 수 있는 효과적인 전략 제안300자이상 800이내,66
지원분야(직무) 준비한 과정 개인의 경험을 토대로 구체적 기술,34
KCC 인재상 중 자신에게 가장 부합하는 항목 선택하여 개인의 경험과 함께 구체적 기술,48
자신의 성격(강/약점),12
성격상의 장단점,8
취미 및 특기,7
자신의 강점과 약점을 각각 기술하시오.,21
현재 건설업(엔지니어링)의 어려움에 대한 원인과 대책 그리고 향후 건설업(엔지니어링)의 전망에 대하여 기술하시오.,63
우리 회사에 지원한 동기와 입사 후 본인의 Vision을 기술하시오.,38
"우리 회사의 핵심가치인 변화, 최고, 신뢰 중 최우선 가치를 한 가지 선정 후 본인의 성격/역량에 근거, 선정 사유와 해당 가치를 추구하기 위해 노력했던 사례를 기술하시오.",96
ICT 기술동향에 대한 이해.,16
관심분야 및 희망직무 중심으로 기술해주시기 바랍니다.,29
이베이코리아에 지원한 동기를 기술하여 주십시오.,26
학교생활 및 사회생활에 기반하여 본인이 열정과 창의성을 발휘한 사례를 구체적으로 기술하여 주십시오.,55
"G마켓 또는 옥션의 장점과 단점을 기술하고, 더욱 성공적인 온라인 마켓플레이스가 되기 위한 방안을 기술해 주십시오.",64
주요 경력기술,7
나의 소개(성격 포함),12
평균수명 연장에 따라 행복한 노후를 준비하기 위해서는 젊은 시절부터 대비가 필요합니다. 국민연금은 노후준비의 가장 대표적인 수단으로 그 중요성이 갈수록 커지고 있습니다. 국민연금 제도의 특징을 고려하여 제도의 필요성에 대한 자신의 생각을 기술해 주시기 바랍니다.   700자,153
지원한 분야의 해당 직무와 관련하여 입사 지원한 동기 및 입사 후 자신이 가진 역량을 바탕으로 이루고자 하는 목표와 그 목표를 이루기 위해 어떤 노력을 해나갈지 구체적으로 기술해 주시기 바랍니다.    700자.,118
자신의 손해 또는 불편을 감수하고서라도 어려움을 겪고 있는 타인을 도와 어려움을 해결한 최근의 경험이 있다면 구체적으로 기술해 주시기 바랍니다.    700자,88
당신의 진솔한 이야기가 궁금합니다. 주제에 구애 받지 말고 자유롭게 본인을 표현해 주세요,49
"공모전 수상, 인턴 경험, 또는 본인을 어필할 수 있는 특이 경험이 있다면 기재해주시기 바랍니다.",54
"[진취적 성향]자신에게 주어진 일이나 과제를 수행하는데 있어, 고정관념을 깨고 창의적으로 문제를 해결했던 사례에 대해 구체적으로 기술하시오.(600자 이내)",87
귀하가 경험한 일 중 '소개하고 싶은 경험'을 약술하십시오. (200자 이내),43
귀하에게 '하루(1일)'의 자유시간과 금전적 여유가 있다면 무엇을 하고 싶으며 그 이유를 약술하십시오. (200자 이내),67
귀하가 살아오면서 '목표를 정하고 노력한 경험(실패 또는 성공)'이 있다면 무엇인지 기술하십시오. (600자 이내),64
"다른 사람과 함께 힘을 모아 어떤 일을 해결 또는 극복한 경험을 소개하고, 나 혼자가 아닌 '우리'의 의미를 기술하십시오. (600자 이내)",78
"귀하가 생각하는 '은행원(Banker)'은 무엇이며, 그 은행원을 위해 어떤 덕목이 중요한지 기술하십시오. (자유롭게 기재)",69
"여러분이 해당 계열사와 직무를 지원한 동기는 무엇인가요? ① 프레시웨이를 지원한 이유 ② 해당 직무를 잘 수행할 수 있는 본인의 역량 ③ 입사 후 본인의 목표 세 가지 항목을 포함하여 구체적으로 작성해 주세요. (1,000자 이내)",129
"스스로 높은 목표를 세우고, 목표 달성을 위해 노력했던 경험에 대해 구체적으로 작성해주세요. (1,000자 이내, 대학시절 혹은 졸업 후 경험으로 작성)",85
